Sr_No,Date,Startup_Name,Industry_Vertical,SubVertical,City,Investors_Name,InvestmentnType,Amount_in_USD,Remarks
1297,2015-11-16,TaskBucks,mobile-only tasks marketplace,,New Delhi,Times Internet,Private Equity,15000000.0,Strategic Investment
1298,2015-11-17,CraftsVilla,Women Ethnic Wear\\xc2\\xa0 Online Marketplace,,Mumbai,"Sequoia India, Lightspeed Venture Partners, Nexus Venture Partners, Global Founders Capital, Apoletto",Private Equity,34000000.0,Series C
1299,2015-11-17,Julia Computing,Numerical Computing & Data Science Platform,,Bangalore,Gordon and Betty Moore Foundation,Seed Funding,600000.0,
1300,2015-11-17,StyleTag,Designer fashion Jewellery Marketplace,,Bangalore,Jitu Virwani,Seed Funding,7500000.0,
1301,2015-11-17,Smytten,Online Products Discovery Platform,,Gurgaon,"Rimpal Chawla, Anuj Srivastava",Seed Funding,200000.0,
1302,2015-11-17,BiBox,Kids Tool kit for Innovation platform,,Bangalore,Ravi Krishnamurthy,Seed Funding,530000.0,
1303,2015-11-17,Convegenius,Mobile Learning Solutions,,Noida / Singapore,Enablers platform,Seed Funding,300000.0,
1304,2015-11-18,Ola,Car Aggregator & Retail Mobile App,,Bangalore,"Baillie Gifford, Falcon Edge Capital, Tiger Global, SoftBank Group, DST Global, Didi Kuaidi",Private Equity,500000000.0,Series F ( More Details Here)
1305,2015-11-18,Goodbox,conversational commerce mobile app,,Bangalore,Nexus Venture Partners,Private Equity,2500000.0,Series A
1306,2015-11-18,ScoopWhoop,Viral Content web Platform,,New Delhi,Kalaari Capital,Private Equity,4000000.0,Series A
1307,2015-11-18,Hipship,Express local delivery platform,,Bangalore,"Inara Capital , Rishi Khiani",Seed Funding,,
1308,2015-11-18,Pickrr,On-Demand Local Logistics provider,,New Delhi,Palaash Ventures,Seed Funding,,
1309,2015-11-18,Truelancer,Curated Freelancer Marketplace,,New Delhi,"Blackstone Valley Group, Raghu Vohra, Aditya Dev Sood, Kamal Bansal",Seed Funding,,
1310,2015-11-19,AHA Taxis,Online Taxi Rental Platform,,Noida,ah! Ventures,Seed Funding,,
1311,2015-11-19,UrbanClap,Mobile Services Marketplace,,Gurgaon,"Bessemer Venture Partner, Accel, SAIF Partners",Private Equity,25000000.0,Series B
1312,2015-11-19,SenseGiz,Smartwatch Maker,,Belgaum,Karnataka Semiconductor Venture Capital firm,Seed Funding,500000.0,
1313,2015-11-19,PlaceofOrigin,Online Gourmet Food Marketplace,,Bangalore,"S.D. Shibulal, Kris Gopalakrishnan, Srinath Batni, Professor Tarun Khanna,\\xc2\\xa0 Ganapathy Venugopal.",Seed Funding,,
1314,2015-11-19,Fourseven,Online Jewellery etailer,,New Delhi,Indian Angel Network,Seed Funding,455000.0,
1315,2015-11-20,MindTickle,Sales & Productivity Software,,Pune / US,New Enterprise Associates,Private Equity,12500000.0,Series A
1316,2015-11-20,Shopsense,ecommerce related software product platform,,Mumbai,"Kae Capital, Kunal Bahl, Rohit Bansal",Seed Funding,,Pre-Series A
1317,2015-11-20,Medinfi,Health-Tech platform,,Bangalore,"Ram Kumar Kakani, Pradeep K Jaisingh, Sunil T V, Vijay Ghadge, Hemant Kaul, Gurmeet Chahal & Others",Seed Funding,305000.0,
1318,2015-11-20,OUWT,Nightlife Discovery Mobile App,,Mumbai,Undisclosed investors,Seed Funding,150000.0,
1319,2015-11-20,HeyPillow,Online Real Estate Marketplace,,Bangalore,Hampton Capital,Private Equity,3000000.0,Series A
1320,2015-11-21,Healers At Home,"Home Healthcare Services platform,",,New Delhi,"Daljit Singh, Dr. Pramath Raj Sinha, BVR Mohan Reddy",Seed Funding,,
1321,2015-11-21,Caravan Craft,Indian Ethnic Crafts Etailer,,Bangalore,"Unitus Seed Fund, Bijou Kurien, Narayan Ramachandran",Private Equity,1200000.0,Series A
1322,2015-11-21,Talkoot,Social platform for traders and investors,,Bangalore,Undisclosed investors,Seed Funding,100000.0,
1323,2015-11-23,RentoMojo,"Online Furniture, Home Appliances Rental Platform",,Bangalore,"IDG Ventures India,\\xc2\\xa0 Accel Partners India",Private Equity,2000000.0,Series A
1324,2015-11-23,Medikoe,Healthcare Services Discovery platform,,Bangalore,Anil Menon,Seed Funding,100000.0,
1325,2015-11-24,Stylofie,Health and Beauty Services Marketplace,,Gurgaon,Swastika,Seed Funding,250000.0,
1326,2015-11-24,ServX,Automotive Services platform,,New Delhi,Manish Gupta,Seed Funding,,
1327,2015-11-24,Naaptol,Online and TV Shopping Marketplace,,Mumbai,"Mitsui & Co., New Enterprise Associates, Canaan Partners, Silicon Valley Bank",Private Equity,52000000.0,Late Stage
1328,2015-11-24,Crayon Data,Big Data Analytics Platform,,Chennai/ Singapore,Ratan Tata,Private Equity,,
1329,2015-11-25,EarlySalary.com,Mobile App based Loan disbursement platform,,Mumbai,Ashok Agarwal,Seed Funding,1500000.0,
1330,2015-11-25,Tooler,On Demand Laundry Services App,,New Delhi,"Raghu Khanna, Sameer Gupta",Seed Funding,110000.0,
1331,2015-11-25,S Chand,Education Content Provider,,New Delhi,IFC Everstone Group,Private Equity,27000000.0,
1332,2015-11-26,Stelae,Content Management Software Solutions,,Chennai,Earlsfield Capital,Private Equity,,Pre-Series A
1333,2015-11-26,GoQii,Fitness Tracking Management Solutions,,Mumbai,"New Enterprise Associates, Cheetah Mobile",Private Equity,13400000.0,Series B
1334,2015-11-26,Grofers,Hyper-local Grocery Delivery platform,,Gurgaon,"Softbank, Tiger Global, Sequoia Capital, Apoletto Managers",Private Equity,120000000.0,Late Stage
1335,2015-11-26,Pluss,Hyperlocal healthcare product Delivery Service provider,,Gurgaon,"IDG Ventures, M & S partners, Powerhouse Ventures (USA).",Private Equity,1000000.0,Pre-Series A
1336,2015-11-26,KountMoney,Online Lending Marketplace,,Bangalore,"Tracxn, Ashish Goenka & Others",Seed Funding,,
1337,2015-11-27,StayGlad,On Demand Beauty Services Platform,,Bangalore,"Bessemer Venture Partners, Anil Chopra",Private Equity,,Series A
1338,2015-11-27,JustRide,Self Driven Rental Car Platform,,Mumbai,,Private Equity,2000000.0,Pre-Series A bridge round
1339,2015-11-27,Fastudent,Education Content etailer,,Noida,Ashish Gupta,Seed Funding,,
1340,2015-11-27,LearnOn,Clud based Learning platform,,Chennai,JMR Infotech India Pvt Ltd,Seed Funding,,
1341,2015-11-27,Talentrack,Talent Exchange & Talent Services Marketplace,,New Delhi,Unigrowth Inc,Seed Funding,,
1342,2015-11-28,M-TAXI,Two-Wheeler Taxi Service,,Gurgaon,"Mandeep Singh, Jairaj Singh",Seed Funding,,
1343,2015-11-30,Baxi,Two-Wheeler Taxi Service,,Gurgaon,"Manish Kheterpal, Alok Mittal,\\xc2\\xa0 Puneet Dalmia,",Seed Funding,1450000.0,
1344,2015-11-30,Superhero Brands,character merchandize sales platform,,Mumbai,DSG Consumer Partners,Seed Funding,540000.0,
1345,2015-11-30,MoMagic,Mobile Application Developer,,New Delhi,FIH Mobile Ltd,Private Equity,,Strategic Investment
1346,2015-11-30,QikPod,Ecommerce Delivery locker services,,Bangalore,"Flipkart, Accel Partners, Delhivery, Foxconn",Private Equity,9000000.0,Series A
1347,2015-11-30,Butterfly Interactive,extra curricular activities marketplace app,,New Delhi,Undisclosed investors,Seed Funding,,
1348,2015-11-30,Bro4U,Hyperlocal Online Home services provider,,Bangalore,Sargod Ventures,Seed Funding,,
1349,2015-10-01,Indifi,Easy Business Loans platform,,Gurgaon,"Accel Partners, Elevar Equity, Pramod Bhasin, Rajan Anandan, Gaurav Dalmia, Abhishek Goyal, Gagan Hasteer , Arun Tadanki",Seed Funding,,
1350,2015-10-01,Wydr,Performance based Wholesale Marketplace,,New Delhi,Sandeep Aggarwal,Seed Funding,,
1351,2015-10-01,EasyFix,Professional Services Marketplace,,Gurgaon,Axilor Ventures,Seed Funding,,
1352,2015-10-01,Muvizz,Movie-on-demand platform,,Singapore,"Ashish Todi, Abhinav Patodia, Kumar Shwetabh",Seed Funding,350000.0,
1353,2015-10-01,Abhibus,us ticketing and fleet management platform,,Hyderabad,Paytm (One97 communications),Private Equity,,Strategic Investment
1354,2015-10-01,Cleartax,Online Income Tax Filing platform,,New Delhi,Paytm (One97 communications),Private Equity,,
1355,2015-10-02,Shopalyst,Product discovery & recommendation platform,,Bangalore,Kalaari Capital,Private Equity,2000000.0,Series A
1356,2015-10-03,Chillr,Mobile Payments App,,Mumbai,Sequoia Capital,Private Equity,6000000.0,Series A
1357,2015-10-05,Nykaa,Beauty & Wellness Products e-tailer,,Mumbai,"Harsh Mariwala, Atul Nishar, Dalip Pathak, Michael Carlos",Private Equity,9500000.0,Series B
1358,2015-10-05,Voylla,Fashion jewelry and accessories e-tailer,,Jaipur,Peepul Capital,Private Equity,15000000.0,Series B
1359,2015-10-05,IndiaLends,Online Consumer Lending platform,,New Delhi,"DSG consumer Partners, Paragon Partners",Private Equity,1000000.0,Pre-Series A Bridge round
1360,2015-10-05,Rock N Shop,Premium Apparel shopping portal,,New Delhi,High Networth Individuals (undisclosed),Seed Funding,150000.0,
1361,2015-10-06,DocPlexus,Exclusive Platform for Doctors & Healthcare professionals,,Pune,"Uniqorn ventures, ASP Consulting",Seed Funding,700000.0,
1362,2015-10-06,WorkIndia,Job Board,,Mumbai,"Satyen Kothari, Keshav Sanghi, Riddhesh Gandhi & Others",Seed Funding,500000.0,Pre-Series A
1363,2015-10-06,SportzVillage,Sports Management & Physical Education Business,,Bangalore,Gaja Capital Private Equity Fund,Private Equity,10000000.0,Series B
1364,2015-10-06,SportyBeans,multi-sport program for preschoolers,,Pune,YouWeCan Ventures,Seed Funding,,
1365,2015-10-06,Burger Singh,QSR & Online delivery portal,,Gurgaon,"Ashvin Chadha, Avtar Monga, Udaan Angels, Dheeraj Jain",Seed Funding,500000.0,Bridge Round
1366,2015-10-06,Welcome Cure,Online Homeopathy Clinic,,Mumbai,Unnamed Media house and HNIs,Private Equity,6000000.0,Pre-Series A
1367,2015-10-07,SchoolGuru,E-Learning Service Provider,,Mumbai,High Networth Individuals from India & USA,Private Equity,3000000.0,Series A
1368,2015-10-07,Naturally Yours,Organic Food etailer,,Mumbai,Sanjay Mehta,Seed Funding,,
1369,2015-10-07,GoJavas,Delivery & Logistics Service provider,,Gurgaon,Snapdeal,Private Equity,20000000.0,Strategic Funding (Series C)
1370,2015-10-07,Scandid,Product Discovery & comparison App,,Pune,Micromax Informatics,Private Equity,,Strategic Funding
1371,2015-10-07,StalkBuyLove,Online Apparels Fashion brand,,New Delhi,"Mato Peric, Peter Kabel & others",Private Equity,,Series A
1372,2015-10-08,ZuperMeal,Home Cooked Food marketplace & Delivery,,Mumbai,"Sanjeev Kapoor,\\xc2\\xa0 Ravi Saxena & Others",Private Equity,2000000.0,Series A
1373,2015-10-08,Cube26,Gesture based Mobile Development,,New Delhi,"Tiger Global Management, Flipkart",Private Equity,7700000.0,Series A
1374,2015-10-08,Mobikon,Hotel Mobile CRM Software platform,,Pune / Singapore,"Life.SREDA, Qualgro",Private Equity,,Series B
1375,2015-10-08,Grabhouse,Rental Accommodation Search platform,,Bangalore,Sequoia and Kalaari Capital.,Private Equity,10000000.0,Series B
1376,2015-10-08,Quifers,Logistics Tech Platform,,Mumbai,"Vikas Agarwal, Vishal Khare, Sanjeev Kakkar, Smile Group",Seed Funding,310000.0,
1377,2015-10-09,Stockroom.io,Developer Portfolio Showcase platform,,Hyderabad,Undisclosed Investors,Seed Funding,70000.0,
1378,2015-10-09,Curofy,Doctors Network Mobile App,,New Delhi,RoundGlass Partners,Private Equity,,Pre-Series A
1379,2015-10-09,Cloud Lending,End-to-End Lending platform,,Bangalore / San Mateo,SF Capital Group,Private Equity,8000000.0,Series A
1380,2015-10-09,Inayo,on-demand healthcare marketplace,,Mumbai,"Kemark Ventures, Amit Ranjan, Zishaan Hayath and Others",Seed Funding,300000.0,
1381,2015-10-09,WoNoBo,360-degree view creating platform,,Bangalore,Quikr,Private Equity,,Strategic Funding
1382,2015-10-09,Kulzy,Advertising & Marketing Community Networking platform,,New Delhi,"Seedfund, Bedrock Ventures",Seed Funding,1000000.0,
1383,2015-10-09,Zeppery,Food Ordering & Delivery App,,New Delhi,Suyash Sharma,Seed Funding,77000.0,
1384,2015-10-12,Zify,Ride Sharing platform,,Hyderabad,Sean O\\xe2\\x80\\x99Sullivan & Others,Seed Funding,190000.0,
1385,2015-10-12,Faircent,Online P2P lending marketplace,,Gurgaon,Aarin Capital Partners,Private Equity,,Series A
1386,2015-10-12,Bizongo,B2B marketplace for industrial goods,,Mumbai,Accel Partners,Seed Funding,,
1387,2015-10-12,Gridle,Cloud Based Collaboration platform,,Ahmedabad,LetsVenture,Seed Funding,100000.0,
1388,2015-10-12,Tripoto,global community for travellers,,New Delhi,"500 Startups, IDG Ventures & Advantedge fund, Neeraj Arora, Leon Seynave",Private Equity,,Series A
1389,2015-10-12,Mubble,Prepaid Bill manager App,,Bangalore,Accel Partners,Private Equity,,Series A
1390,2015-10-13,Voodoo,Mobile Only Shopping Assistant,,New Delhi,SAIF Partners,Seed Funding,1000000.0,
1391,2015-10-13,Lookup,Mobile Messaging Assistant App,,Bangalore,"Khosla Impact, Biz Stone, Catamaran Ventures, Global Founders Capital, European investment fund",Private Equity,2500000.0,Series A
1392,2015-10-14,AskMyGift,Personalized Wish List creator app,,Noida,Turning Ideas,Seed Funding,50000.0,
1393,2015-10-14,Gaana.com,Music Streaming mobile app,,Mumbai,Micromax Informatics Ltd,Private Equity,,Strategic Funding
1394,2015-10-14,Zappfresh,Raw Meat & Ready to eat food etailer,,Gurgaon,Undisclosed Investors,Seed Funding,77000.0,
1395,2015-10-14,GymTrekker,Gym Discovery platform,,Mumbai,"Dewang Neralla,Roopak Taneja, Manisha Gupta",Seed Funding,,
1396,2015-10-15,Bounty App,Online Purchase rewards app,,Bangalore,"Fireside Ventures, Mumbai Angels MAPE Advisory Group.",Seed Funding,,
1397,2015-10-16,Homers.in,Home rental platform,,Gurgaon,"Devesh Rai G, Rajesh Aggarwal, Amitpal Bhutani",Seed Funding,,
1398,2015-10-16,mShipper,Crowdsourced Delivery platform,,New Delhi,Vijai Laxmi,Seed Funding,,
1399,2015-10-16,BolRealty,Real Estate Insights platform,,New Delhi,Manpreet Singh,Seed Funding,,
1400,2015-10-17,S-Cube Futuretech,Structural & Civil Engg Service Automation,,Mumbai,Parampara Capital,Private Equity,1000000.0,Series A
1401,2015-10-19,LetsVenture,Startup Funding Marketplace,,Bangalore,"Accel Partners, Anupam Mittal & other marquee investors",Private Equity,,Series A
1402,2015-10-19,Citrus Payment,Payments Solution platform,,Mumbai,"Sequoia Capital, Ascent Capital, eContext Asia, Beenos Asia",Private Equity,25000000.0,Series C
1403,2015-10-19,Holidify,Travel Destination Discovery platform,,New Delhi,Aarti Group,Seed Funding,100000.0,
1404,2015-10-20,PrimaSeller,Order Fulfillment SAAS platform,,Bangalore,"Dr. Aniruddha Malpani Manish Gupta, M&S Partners & others",Seed Funding,,
1405,2015-10-20,Opinio,Last Mile Delivery Service,,Bangalore,"Delhivery, Sands Capital and Accel Partners",Private Equity,7000000.0,Series A
1406,2015-10-20,Attune Technologies,Healthcare IT Solutions & services,,Chennai,"Qualcomm Venture, Norwest Venture Partners",Private Equity,10000000.0,Series B
1407,2015-10-20,iChef.in,Gourmet Meals Delivery,,Mumbai,Springboard Ventures,Private Equity,,
1408,2015-10-21,Jiyo Natural,Healthy Meals Food delivery platform,,Bangalore,Indian Angel Network,Seed Funding,,
1409,2015-10-21,AgentDesks,Real Estate Mobile CRM,,New York/ India,"Sierra Ventures, Cota Capital, Vegas Tech Fund",Seed Funding,2950000.0,
1410,2015-10-21,White Owl Brewery,Micro-Brewery,,Mumbai,"Arihant Patni, RAAY Global Investments",Private Equity,1530000.0,Series A
1411,2015-10-21,MealHopper,Home Made Food Marketplace,,Gurgaon,"Alok Bajpai, Rajnish Kumar, Amit Dey",Seed Funding,100000.0,
1412,2015-10-21,Zenify.in,residential rental management platform,,Bangalore,"Atul Jalan, Shrikanth & Bharath",Seed Funding,640000.0,
1413,2015-10-21,Stockal,Personalized Stock Intelligence Platform,,Bangalore,"R Natarajan, Mohan Alexander",Seed Funding,,
1414,2015-10-23,Medd,Personal Diagnostic Mobile App,,Mumbai,Group of Angel investors,Seed Funding,150000.0,Bridge Round
1415,2015-10-23,Leaping Caravan,Online food ordering & Delivery service,,Gurgaon,Group of Angel investors,Seed Funding,150000.0,
1416,2015-10-23,Frsh,Online food ordering & Delivery service,,Gurgaon,"Mumbai Angels, Mayank Bhangdia, Kae Capital",Private Equity,1000000.0,Bridge Round
1417,2015-10-23,Qik Stay,Hotel Aggregator & booking platform,,New Delhi,ID Enablers Pvt Ltd,Seed Funding,250000.0,
1418,2015-10-26,Parcelled,Online Logistics Platform,,Bangalore,Delhivery,Private Equity,5000000.0,
1419,2015-10-26,AlmaMapper,Online Student & Campus Social Networking platform,,Ahmedabad,Oswal Techno Ventures LLP,Seed Funding,400000.0,
1420,2015-10-26,Flexing It,Professionals & Project Search Marketplace,,New Delhi,undisclosed private investors,Seed Funding,500000.0,
1421,2015-10-26,Netmeds.com,Online Pharmacy,,Chennai,"OrbiMed, Pradip Dadha Group",Private Equity,50000000.0,Series A
1422,2015-10-26,Razorpay,Online Payment Gateway,,Jaipur,"Tiger Global Management, Matrix Partners",Private Equity,9000000.0,Series A
1423,2015-10-27,Jombay,Psychometric Test Online Software,,Pune,Ventureworks India,Private Equity,,
1424,2015-10-27,Happitoo,Location based Nightlife recommendation\\xc2\\xa0 Platform,,Mumbai,Unnamed investor,Seed Funding,77000.0,
1425,2015-10-27,Care24,Professional Health Services Platform,,Mumbai,India Quotient,Seed Funding,350000.0,
1426,2015-10-27,Roadrunnr,Hyperlocal Logistics Service,,Bangalore,"Sequoia Capital, Nexus Venture Partners",Private Equity,10000000.0,Series B
1427,2015-10-27,Simpli5d,Online user engagement platform,,Gurgaon,"Redcliffe Capital, YourNest Angel Fund",Private Equity,,Bridge Funding
1428,2015-10-28,ORIGA Leasing,Asset Financing platform,,Mumbai,"ah! Ventures, 500 Startups & Other HNIs",Seed Funding,1100000.0,
1429,2015-10-28,Smartivity.in,Virtual Reality activity based learning platform,,New Delhi,S Chand and Co Pvt Ltd,Seed Funding,200000.0,
1430,2015-10-28,UrDoorStep,Online Grocery Store,,Bangalore,Jupiter Capital,Private Equity,,Series A
1431,2015-10-29,Tavaga,Investment management platform,,Mumbai,Tracxn Syndicate,Seed Funding,,
1432,2015-10-29,Moglix,Industrial Toons Marketplace,,Noida,"Accel Partner, Jungle Ventures",Private Equity,,pre-Series A
1433,2015-10-29,ZopHop,Public Commute helper App,,Mumbai,"Amit Singhal, PK Gulati & others",Seed Funding,450000.0,
1434,2015-10-30,Niki.ai,Artificial Intelligence Ecommerce Chatbot,,Bangalore,Unilazer Ventures,Seed Funding,,
1435,2015-10-30,Instavans,Truck Aggregator & Logistics service,,Bangalore,Suresh Vaswani,Seed Funding,,
1436,2015-10-30,LiftO,Ridesharing Mobile app,,Mumbai,"Rajesh Bhatia, Dheeraj Mehta & Others",Seed Funding,130000.0,
1437,2015-10-30,TinyOwl,Food Discovery & Delivery Mobile app,,Mumbai,"Sequoia Capital, Matrix Partners",Private Equity,7500000.0,Series B
1438,2015-10-30,Toppr.com,Competitive exam learning platform,,Mumbai,InnoVen Capital,Private Equity,2000000.0,Series C
1439,2015-10-30,Kleeto,Document Digitization platform,,Gurgaon,GREX,Seed Funding,230000.0,pre-Series A
1440,2015-10-30,BeaconsTalk,proximity marketing & Mobile Advertising platform,,Mumbai,Puneet Bhatia & others,Seed Funding,80000.0,
1441,2015-10-31,Jugnoo,Autorickshaw Aggregator & Booking platform,,Chandigarh,Paytm,Private Equity,10000000.0,Series B
1442,2015-09-01,TOFlo,FinTech Startup Incubation platform,,Mumbai,Tania Johny Palathinkal,Seed Funding,100000.0,
1443,2015-09-01,FXMartIndia,Payment Services platform,,Chandigarh,Flipkart,Private Equity,,Strategic Investment (Majority Stake)
